date,district_id,district_name,province,rainfall_mm,temperature_c,humidity_pct,wind_speed_ms
2015-01-22,PK-PB-RWP,Rawalpindi,Punjab,2.47,10.14,76.87,1.78
2015-01-23,PK-PB-RWP,Rawalpindi,Punjab,0.24,10.19,68.59,1.71
2015-01-24,PK-PB-RWP,Rawalpindi,Punjab,0.01,10.39,57.19,1.99
2015-01-25,PK-PB-RWP,Rawalpindi,Punjab,0.0,11.21,48.87,1.72
2015-01-26,PK-PB-RWP,Rawalpindi,Punjab,0.1,10.09,51.1,1.53
2015-01-27,PK-PB-RWP,Rawalpindi,Punjab,0.24,7.93,57.69,2.16
2015-01-28,PK-PB-RWP,Rawalpindi,Punjab,0.0,8.52,45.08,2.67
2015-01-29,PK-PB-RWP,Rawalpindi,Punjab,0.0,10.14,38.82,1.8
2015-01-30,PK-PB-RWP,Rawalpindi,Punjab,0.0,9.97,41.37,3.47
2015-01-31,PK-PB-RWP,Rawalpindi,Punjab,0.0,11.65,46.18,2.78
2015-02-01,PK-PB-RWP,Rawalpindi,Punjab,0.94,11.7,54.78,2.97
2015-02-02,PK-PB-RWP,Rawalpindi,Punjab,6.01,10.87,70.57,2.14
2015-02-03,PK-PB-RWP,Rawalpindi,Punjab,0.88,10.53,82.81,2.68
2015-02-04,PK-PB-RWP,Rawalpindi,Punjab,0.0,10.82,61.37,3.48
2015-02-05,PK-PB-RWP,Rawalpindi,Punjab,0.0,12.49,37.78,2.08
2015-02-06,PK-PB-RWP,Rawalpindi,Punjab,0.0,12.66,37.91,1.84
2015-02-07,PK-PB-RWP,Rawalpindi,Punjab,3.74,10.09,57.3,2.33
2015-02-08,PK-PB-RWP,Rawalpindi,Punjab,0.82,12.1,60.38,2.34
2015-02-09,PK-PB-RWP,Rawalpindi,Punjab,0.0,12.68,45.45,2.88
2015-02-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,14.27,38.44,2.65
2015-02-11,PK-PB-RWP,Rawalpindi,Punjab,0.0,16.09,32.82,2.4
2015-02-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,15.19,37.38,3.22
2015-02-13,PK-PB-RWP,Rawalpindi,Punjab,0.0,17.23,40.95,2.61
2015-02-14,PK-PB-RWP,Rawalpindi,Punjab,0.0,18.01,48.17,3.34
2015-02-15,PK-PB-RWP,Rawalpindi,Punjab,0.03,17.23,45.56,2.45
2015-02-16,PK-PB-RWP,Rawalpindi,Punjab,2.73,15.99,63.67,3.64
2015-02-17,PK-PB-RWP,Rawalpindi,Punjab,0.24,16.37,52.92,2.33
2015-02-18,PK-PB-RWP,Rawalpindi,Punjab,2.31,16.82,52.11,2.06
2015-02-19,PK-PB-RWP,Rawalpindi,Punjab,10.54,13.82,75.99,2.98
2015-02-20,PK-PB-RWP,Rawalpindi,Punjab,1.02,14.94,72.68,1.7
2015-02-21,PK-PB-RWP,Rawalpindi,Punjab,0.07,16.88,59.51,3.02
2015-02-22,PK-PB-RWP,Rawalpindi,Punjab,0.0,19.04,50.71,3.32
2015-02-23,PK-PB-RWP,Rawalpindi,Punjab,0.06,19.57,46.58,1.9
2015-02-24,PK-PB-RWP,Rawalpindi,Punjab,10.27,16.35,66.36,4.6
2015-02-25,PK-PB-RWP,Rawalpindi,Punjab,14.0,12.87,84.82,3.55
2015-02-26,PK-PB-RWP,Rawalpindi,Punjab,0.91,11.51,64.2,2.46
2015-02-27,PK-PB-RWP,Rawalpindi,Punjab,0.0,13.3,44.82,1.93
2015-02-28,PK-PB-RWP,Rawalpindi,Punjab,0.0,14.1,42.9,1.83
2015-03-01,PK-PB-RWP,Rawalpindi,Punjab,24.01,11.3,76.04,3.08
2015-03-02,PK-PB-RWP,Rawalpindi,Punjab,26.49,11.77,91.26,2.12
2015-03-03,PK-PB-RWP,Rawalpindi,Punjab,14.0,11.61,78.13,1.88
2015-03-04,PK-PB-RWP,Rawalpindi,Punjab,0.09,11.86,67.21,3.04
2015-03-05,PK-PB-RWP,Rawalpindi,Punjab,8.55,9.21,85.82,2.35
2015-03-06,PK-PB-RWP,Rawalpindi,Punjab,0.0,12.28,67.1,2.47
2015-03-07,PK-PB-RWP,Rawalpindi,Punjab,8.01,11.67,70.64,4.07
2015-03-08,PK-PB-RWP,Rawalpindi,Punjab,4.2,11.5,73.42,2.88
2015-03-09,PK-PB-RWP,Rawalpindi,Punjab,0.52,12.36,68.94,2.5
2015-03-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,13.48,52.48,3.06
2015-03-11,PK-PB-RWP,Rawalpindi,Punjab,0.0,16.64,44.19,2.22
2015-03-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,17.31,41.12,2.35
2015-03-13,PK-PB-RWP,Rawalpindi,Punjab,0.0,18.45,42.21,1.87
2015-03-14,PK-PB-RWP,Rawalpindi,Punjab,0.06,18.04,49.83,2.27
2015-03-15,PK-PB-RWP,Rawalpindi,Punjab,19.61,15.55,80.52,4.33
2015-03-16,PK-PB-RWP,Rawalpindi,Punjab,33.82,14.45,83.11,4.1
2015-03-17,PK-PB-RWP,Rawalpindi,Punjab,0.03,14.26,74.86,2.7
2015-03-18,PK-PB-RWP,Rawalpindi,Punjab,0.0,16.0,61.14,3.05
2015-03-19,PK-PB-RWP,Rawalpindi,Punjab,0.0,18.14,52.21,2.65
2015-03-20,PK-PB-RWP,Rawalpindi,Punjab,0.0,20.03,51.63,2.09
2015-03-21,PK-PB-RWP,Rawalpindi,Punjab,0.0,20.06,56.3,2.69
2015-03-22,PK-PB-RWP,Rawalpindi,Punjab,0.0,21.21,57.83,3.4
2015-03-23,PK-PB-RWP,Rawalpindi,Punjab,0.0,23.28,50.02,2.31
2015-03-24,PK-PB-RWP,Rawalpindi,Punjab,6.41,23.34,58.41,2.92
2015-03-25,PK-PB-RWP,Rawalpindi,Punjab,0.02,21.18,61.64,3.16
2015-03-26,PK-PB-RWP,Rawalpindi,Punjab,0.0,22.26,44.39,1.88
2015-03-27,PK-PB-RWP,Rawalpindi,Punjab,0.0,22.55,48.76,2.73
2015-03-28,PK-PB-RWP,Rawalpindi,Punjab,2.67,21.59,60.73,4.36
2015-03-29,PK-PB-RWP,Rawalpindi,Punjab,28.14,17.86,79.43,3.54
2015-03-30,PK-PB-RWP,Rawalpindi,Punjab,0.72,19.35,69.17,1.5
2015-03-31,PK-PB-RWP,Rawalpindi,Punjab,8.23,18.21,76.45,2.0
2015-04-01,PK-PB-RWP,Rawalpindi,Punjab,25.77,16.87,83.18,3.31
2015-04-02,PK-PB-RWP,Rawalpindi,Punjab,0.49,18.95,68.87,1.95
2015-04-03,PK-PB-RWP,Rawalpindi,Punjab,28.39,18.09,75.46,1.42
2015-04-04,PK-PB-RWP,Rawalpindi,Punjab,0.07,19.18,67.94,2.98
2015-04-05,PK-PB-RWP,Rawalpindi,Punjab,0.04,19.6,64.57,2.0
2015-04-06,PK-PB-RWP,Rawalpindi,Punjab,0.51,17.76,70.72,2.72
2015-04-07,PK-PB-RWP,Rawalpindi,Punjab,0.89,17.98,75.06,2.42
2015-04-08,PK-PB-RWP,Rawalpindi,Punjab,0.04,18.77,71.51,2.16
2015-04-09,PK-PB-RWP,Rawalpindi,Punjab,0.0,20.22,63.6,2.95
2015-04-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,22.12,59.3,2.56
2015-04-11,PK-PB-RWP,Rawalpindi,Punjab,0.0,23.18,57.76,1.77
2015-04-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,23.61,57.18,1.96
2015-04-13,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.07,57.0,2.16
2015-04-14,PK-PB-RWP,Rawalpindi,Punjab,0.01,23.58,66.3,2.12
2015-04-15,PK-PB-RWP,Rawalpindi,Punjab,25.92,23.92,68.51,2.0
2015-04-16,PK-PB-RWP,Rawalpindi,Punjab,10.58,23.08,68.54,1.89
2015-04-17,PK-PB-RWP,Rawalpindi,Punjab,0.0,22.93,65.77,3.13
2015-04-18,PK-PB-RWP,Rawalpindi,Punjab,0.07,25.16,56.65,2.95
2015-04-19,PK-PB-RWP,Rawalpindi,Punjab,11.99,25.15,58.01,3.77
2015-04-20,PK-PB-RWP,Rawalpindi,Punjab,0.18,24.16,62.51,4.34
2015-04-21,PK-PB-RWP,Rawalpindi,Punjab,0.0,23.78,56.67,3.21
2015-04-22,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.76,46.96,3.57
2015-04-23,PK-PB-RWP,Rawalpindi,Punjab,0.0,26.42,37.95,2.53
2015-04-24,PK-PB-RWP,Rawalpindi,Punjab,0.0,27.12,39.34,2.47
2015-04-25,PK-PB-RWP,Rawalpindi,Punjab,0.0,27.81,38.79,2.17
2015-04-26,PK-PB-RWP,Rawalpindi,Punjab,0.01,26.25,44.71,3.08
2015-04-27,PK-PB-RWP,Rawalpindi,Punjab,16.36,25.3,57.09,2.38
2015-04-28,PK-PB-RWP,Rawalpindi,Punjab,0.06,25.65,50.06,3.17
2015-04-29,PK-PB-RWP,Rawalpindi,Punjab,0.01,26.43,49.84,2.8
2015-04-30,PK-PB-RWP,Rawalpindi,Punjab,13.6,23.63,58.62,2.94
2015-05-01,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.06,48.93,3.19
2015-05-02,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.98,37.24,2.1
2015-05-03,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.97,36.74,2.89
2015-05-04,PK-PB-RWP,Rawalpindi,Punjab,0.0,26.22,40.15,3.2
2015-05-05,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.33,39.83,2.95
2015-05-06,PK-PB-RWP,Rawalpindi,Punjab,0.01,29.35,40.88,2.75
2015-05-07,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.4,42.44,1.99
2015-05-08,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.37,43.27,2.14
2015-05-09,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.9,43.5,3.14
2015-05-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.44,46.92,2.76
2015-05-11,PK-PB-RWP,Rawalpindi,Punjab,6.16,28.62,50.87,3.79
2015-05-12,PK-PB-RWP,Rawalpindi,Punjab,1.21,25.22,58.44,2.8
2015-05-13,PK-PB-RWP,Rawalpindi,Punjab,7.77,25.0,55.03,1.83
2015-05-14,PK-PB-RWP,Rawalpindi,Punjab,0.96,27.06,47.73,1.43
2015-05-15,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.0,48.33,2.63
2015-05-16,PK-PB-RWP,Rawalpindi,Punjab,0.0,31.09,40.32,1.94
2015-05-17,PK-PB-RWP,Rawalpindi,Punjab,0.85,30.98,45.22,2.19
2015-05-18,PK-PB-RWP,Rawalpindi,Punjab,6.69,29.44,49.56,3.23
2015-05-19,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.18,38.03,3.64
2015-05-20,PK-PB-RWP,Rawalpindi,Punjab,0.01,30.36,34.76,2.89
2015-05-21,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.82,30.29,3.17
2015-05-22,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.91,31.56,3.1
2015-05-23,PK-PB-RWP,Rawalpindi,Punjab,0.0,31.71,31.4,2.8
2015-05-24,PK-PB-RWP,Rawalpindi,Punjab,0.08,30.79,32.96,3.0
2015-05-25,PK-PB-RWP,Rawalpindi,Punjab,2.09,30.07,25.09,3.48
2015-05-26,PK-PB-RWP,Rawalpindi,Punjab,0.15,26.09,30.61,3.65
2015-05-27,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.84,26.48,2.97
2015-05-28,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.93,27.46,2.74
2015-05-29,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.34,33.43,3.53
2015-05-30,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.63,33.02,3.2
2015-05-31,PK-PB-RWP,Rawalpindi,Punjab,0.84,31.36,29.14,2.62
2015-06-01,PK-PB-RWP,Rawalpindi,Punjab,0.0,31.35,27.42,2.8
2015-06-02,PK-PB-RWP,Rawalpindi,Punjab,0.12,30.8,29.09,1.62
2015-06-03,PK-PB-RWP,Rawalpindi,Punjab,1.69,28.39,37.2,2.07
2015-06-04,PK-PB-RWP,Rawalpindi,Punjab,4.4,27.41,45.41,3.77
2015-06-05,PK-PB-RWP,Rawalpindi,Punjab,0.08,28.64,42.35,2.11
2015-06-06,PK-PB-RWP,Rawalpindi,Punjab,0.0,31.26,34.83,1.89
2015-06-07,PK-PB-RWP,Rawalpindi,Punjab,0.0,33.65,27.31,2.42
2015-06-08,PK-PB-RWP,Rawalpindi,Punjab,0.0,35.27,21.18,2.6
2015-06-09,PK-PB-RWP,Rawalpindi,Punjab,0.0,34.87,20.8,2.74
2015-06-10,PK-PB-RWP,Rawalpindi,Punjab,0.09,34.36,21.68,2.69
2015-06-11,PK-PB-RWP,Rawalpindi,Punjab,2.07,33.07,22.1,2.82
2015-06-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,33.9,25.12,2.85
2015-06-13,PK-PB-RWP,Rawalpindi,Punjab,9.13,33.49,35.95,1.58
2015-06-14,PK-PB-RWP,Rawalpindi,Punjab,0.04,32.65,35.78,2.19
2015-06-15,PK-PB-RWP,Rawalpindi,Punjab,1.82,31.22,34.34,2.39
2015-06-16,PK-PB-RWP,Rawalpindi,Punjab,0.13,31.81,30.15,2.54
2015-06-17,PK-PB-RWP,Rawalpindi,Punjab,0.0,33.5,27.55,2.79
2015-06-18,PK-PB-RWP,Rawalpindi,Punjab,0.0,35.55,28.33,2.36
2015-06-19,PK-PB-RWP,Rawalpindi,Punjab,0.0,37.25,30.05,2.49
2015-06-20,PK-PB-RWP,Rawalpindi,Punjab,0.17,35.97,32.47,3.5
2015-06-21,PK-PB-RWP,Rawalpindi,Punjab,0.02,35.42,29.18,2.67
2015-06-22,PK-PB-RWP,Rawalpindi,Punjab,0.26,34.82,25.67,2.27
2015-06-23,PK-PB-RWP,Rawalpindi,Punjab,4.72,33.74,31.1,1.59
2015-06-24,PK-PB-RWP,Rawalpindi,Punjab,13.41,29.25,46.57,2.39
2015-06-25,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.12,44.19,2.77
2015-06-26,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.78,38.8,2.29
2015-06-27,PK-PB-RWP,Rawalpindi,Punjab,0.0,31.84,36.67,2.41
2015-06-28,PK-PB-RWP,Rawalpindi,Punjab,0.0,34.2,29.82,2.25
2015-06-29,PK-PB-RWP,Rawalpindi,Punjab,0.05,35.45,25.79,1.69
2015-06-30,PK-PB-RWP,Rawalpindi,Punjab,1.3,33.9,32.03,2.05
2015-07-01,PK-PB-RWP,Rawalpindi,Punjab,11.31,32.38,45.74,1.17
2015-07-02,PK-PB-RWP,Rawalpindi,Punjab,2.8,31.15,50.24,2.31
2015-07-03,PK-PB-RWP,Rawalpindi,Punjab,0.0,34.6,39.19,1.06
2015-07-04,PK-PB-RWP,Rawalpindi,Punjab,0.0,36.28,36.51,1.4
2015-07-05,PK-PB-RWP,Rawalpindi,Punjab,0.38,37.16,36.16,2.29
2015-07-06,PK-PB-RWP,Rawalpindi,Punjab,11.05,34.85,41.7,2.52
2015-07-07,PK-PB-RWP,Rawalpindi,Punjab,4.7,32.47,53.1,2.11
2015-07-08,PK-PB-RWP,Rawalpindi,Punjab,0.03,32.92,44.7,1.93
2015-07-09,PK-PB-RWP,Rawalpindi,Punjab,2.09,33.67,47.1,1.49
2015-07-10,PK-PB-RWP,Rawalpindi,Punjab,26.89,32.73,50.72,1.97
2015-07-11,PK-PB-RWP,Rawalpindi,Punjab,28.36,30.2,58.7,1.61
2015-07-12,PK-PB-RWP,Rawalpindi,Punjab,1.67,30.53,58.93,1.29
2015-07-13,PK-PB-RWP,Rawalpindi,Punjab,0.01,31.81,52.07,1.43
2015-07-14,PK-PB-RWP,Rawalpindi,Punjab,0.0,32.75,52.51,1.49
2015-07-15,PK-PB-RWP,Rawalpindi,Punjab,0.0,34.21,50.34,1.74
2015-07-16,PK-PB-RWP,Rawalpindi,Punjab,0.0,34.6,50.55,1.96
2015-07-17,PK-PB-RWP,Rawalpindi,Punjab,23.29,29.49,67.21,3.05
2015-07-18,PK-PB-RWP,Rawalpindi,Punjab,46.77,28.81,74.29,1.82
2015-07-19,PK-PB-RWP,Rawalpindi,Punjab,20.95,29.99,70.24,1.74
2015-07-20,PK-PB-RWP,Rawalpindi,Punjab,29.44,29.99,67.81,1.39
2015-07-21,PK-PB-RWP,Rawalpindi,Punjab,5.3,29.29,71.7,1.76
2015-07-22,PK-PB-RWP,Rawalpindi,Punjab,0.18,29.65,68.83,1.48
2015-07-23,PK-PB-RWP,Rawalpindi,Punjab,16.91,28.98,72.22,1.68
2015-07-24,PK-PB-RWP,Rawalpindi,Punjab,0.53,29.39,72.44,1.3
2015-07-25,PK-PB-RWP,Rawalpindi,Punjab,1.08,28.16,78.44,1.43
2015-07-26,PK-PB-RWP,Rawalpindi,Punjab,21.36,28.45,76.41,1.52
2015-07-27,PK-PB-RWP,Rawalpindi,Punjab,1.26,28.67,74.77,1.76
2015-07-28,PK-PB-RWP,Rawalpindi,Punjab,2.6,29.16,70.62,1.18
2015-07-29,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.82,67.05,1.44
2015-07-30,PK-PB-RWP,Rawalpindi,Punjab,0.01,31.08,62.1,1.19
2015-07-31,PK-PB-RWP,Rawalpindi,Punjab,13.61,29.93,68.88,1.56
2015-08-01,PK-PB-RWP,Rawalpindi,Punjab,15.11,29.45,73.61,2.21
2015-08-02,PK-PB-RWP,Rawalpindi,Punjab,1.77,27.74,81.24,2.14
2015-08-03,PK-PB-RWP,Rawalpindi,Punjab,3.96,27.74,79.11,1.52
2015-08-04,PK-PB-RWP,Rawalpindi,Punjab,0.54,29.71,68.92,0.99
2015-08-05,PK-PB-RWP,Rawalpindi,Punjab,0.01,30.52,67.05,1.46
2015-08-06,PK-PB-RWP,Rawalpindi,Punjab,0.21,31.22,65.83,1.32
2015-08-07,PK-PB-RWP,Rawalpindi,Punjab,0.09,31.79,63.99,1.36
2015-08-08,PK-PB-RWP,Rawalpindi,Punjab,8.54,32.12,60.49,1.6
2015-08-09,PK-PB-RWP,Rawalpindi,Punjab,1.66,31.23,63.52,1.45
2015-08-10,PK-PB-RWP,Rawalpindi,Punjab,28.3,29.46,70.04,1.63
2015-08-11,PK-PB-RWP,Rawalpindi,Punjab,0.01,29.81,67.11,1.46
2015-08-12,PK-PB-RWP,Rawalpindi,Punjab,51.6,28.63,75.81,1.79
2015-08-13,PK-PB-RWP,Rawalpindi,Punjab,0.05,28.22,77.74,1.62
2015-08-14,PK-PB-RWP,Rawalpindi,Punjab,11.92,29.21,75.39,1.45
2015-08-15,PK-PB-RWP,Rawalpindi,Punjab,1.82,29.35,72.75,1.29
2015-08-16,PK-PB-RWP,Rawalpindi,Punjab,0.03,28.75,72.51,1.05
2015-08-17,PK-PB-RWP,Rawalpindi,Punjab,0.07,28.38,69.66,1.71
2015-08-18,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.11,67.63,1.75
2015-08-19,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.49,69.48,1.48
2015-08-20,PK-PB-RWP,Rawalpindi,Punjab,0.0,30.31,67.09,1.27
2015-08-21,PK-PB-RWP,Rawalpindi,Punjab,21.15,29.24,67.24,1.11
2015-08-22,PK-PB-RWP,Rawalpindi,Punjab,0.03,28.4,67.02,1.43
2015-08-23,PK-PB-RWP,Rawalpindi,Punjab,0.19,28.07,66.9,1.42
2015-08-24,PK-PB-RWP,Rawalpindi,Punjab,3.2,28.14,65.19,1.91
2015-08-25,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.29,63.19,2.65
2015-08-26,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.27,58.43,1.72
2015-08-27,PK-PB-RWP,Rawalpindi,Punjab,0.01,29.68,58.04,1.56
2015-08-28,PK-PB-RWP,Rawalpindi,Punjab,5.83,29.27,58.79,2.04
2015-08-29,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.14,58.79,1.88
2015-08-30,PK-PB-RWP,Rawalpindi,Punjab,0.04,29.17,61.3,1.46
2015-08-31,PK-PB-RWP,Rawalpindi,Punjab,3.27,28.04,61.12,2.05
2015-09-01,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.17,51.67,2.23
2015-09-02,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.7,44.16,1.57
2015-09-03,PK-PB-RWP,Rawalpindi,Punjab,8.07,28.22,53.97,1.71
2015-09-04,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.04,52.78,1.74
2015-09-05,PK-PB-RWP,Rawalpindi,Punjab,0.09,28.31,54.4,1.73
2015-09-06,PK-PB-RWP,Rawalpindi,Punjab,6.03,26.27,63.59,1.83
2015-09-07,PK-PB-RWP,Rawalpindi,Punjab,0.06,27.42,56.31,2.01
2015-09-08,PK-PB-RWP,Rawalpindi,Punjab,0.0,27.46,53.66,2.19
2015-09-09,PK-PB-RWP,Rawalpindi,Punjab,0.76,28.49,48.0,1.81
2015-09-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.98,44.91,1.43
2015-09-11,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.83,45.04,1.81
2015-09-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.93,45.67,1.81
2015-09-13,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.2,46.26,1.97
2015-09-14,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.66,45.94,1.68
2015-09-15,PK-PB-RWP,Rawalpindi,Punjab,0.02,29.56,47.84,1.83
2015-09-16,PK-PB-RWP,Rawalpindi,Punjab,2.4,29.01,50.49,1.81
2015-09-17,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.72,52.37,1.63
2015-09-18,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.4,48.17,1.71
2015-09-19,PK-PB-RWP,Rawalpindi,Punjab,0.0,29.13,45.34,2.11
2015-09-20,PK-PB-RWP,Rawalpindi,Punjab,0.69,27.76,50.81,2.46
2015-09-21,PK-PB-RWP,Rawalpindi,Punjab,0.0,28.46,47.98,2.06
2015-09-22,PK-PB-RWP,Rawalpindi,Punjab,49.82,24.28,73.91,2.22
2015-09-23,PK-PB-RWP,Rawalpindi,Punjab,7.72,24.28,73.92,1.72
2015-09-24,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.47,63.54,2.12
2015-09-25,PK-PB-RWP,Rawalpindi,Punjab,0.43,26.17,56.99,1.7
2015-09-26,PK-PB-RWP,Rawalpindi,Punjab,10.41,25.81,58.64,1.88
2015-09-27,PK-PB-RWP,Rawalpindi,Punjab,1.99,25.35,57.44,1.8
2015-09-28,PK-PB-RWP,Rawalpindi,Punjab,0.07,24.82,56.96,2.12
2015-09-29,PK-PB-RWP,Rawalpindi,Punjab,0.26,24.24,55.69,2.53
2015-09-30,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.47,49.09,3.0
2015-10-01,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.52,40.79,2.55
2015-10-02,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.94,40.89,2.44
2015-10-03,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.87,42.42,2.39
2015-10-04,PK-PB-RWP,Rawalpindi,Punjab,0.02,25.61,44.63,2.41
2015-10-05,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.51,47.63,2.25
2015-10-06,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.93,46.51,1.96
2015-10-07,PK-PB-RWP,Rawalpindi,Punjab,0.03,25.51,48.56,2.25
2015-10-08,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.67,45.15,2.62
2015-10-09,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.48,42.83,2.25
2015-10-10,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.19,42.75,2.4
2015-10-11,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.88,44.22,1.93
2015-10-12,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.95,51.75,2.03
2015-10-13,PK-PB-RWP,Rawalpindi,Punjab,0.0,25.73,55.47,1.76
2015-10-14,PK-PB-RWP,Rawalpindi,Punjab,11.19,24.73,62.14,1.61
2015-10-15,PK-PB-RWP,Rawalpindi,Punjab,0.0,23.73,58.46,2.09
2015-10-16,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.18,53.78,1.73
2015-10-17,PK-PB-RWP,Rawalpindi,Punjab,0.0,24.23,53.56,2.79
2015-10-18,PK-PB-RWP,Rawalpindi,Punjab,0.23,24.4,53.32,2.11
2015-10-19,PK-PB-RWP,Rawalpindi,Punjab,31.28,21.47,68.38,2.93
2015-10-20,PK-PB-RWP,Rawalpindi,Punjab,1.83,20.66,60.92,2.5
2015-10-21,PK-PB-RWP,Rawalpindi,Punjab,0.0,20.6,50.17,2.49
2015-10-22,PK-PB-RWP,Rawalpindi,Punjab,0.0,21.22,44.73,2.43
2015-10-23,PK-PB-RWP,Rawalpindi,Punjab,0.0,21.02,44.01,2.21
2015-10-24,PK-PB-RWP,Rawalpindi,Punjab,13.36,20.44,55.09,2.49
2015-10-25,PK-PB-RWP,Rawalpindi,Punjab,33.29,16.54,83.39,3.61
2015-10-26,PK-PB-RWP,Rawalpindi,Punjab,0.64,16.89,73.32,2.2
2015-10-27,PK-PB-RWP,Rawalpindi,Punjab,0.0,17.26,61.07,2.49
2015-10-28,PK-PB-RWP,Rawalpindi,Punjab,0.0,16.83,51.31,2.98
2015-10-29,PK-PB-RWP,Rawalpindi,Punjab,0.0,17.56,48.01,2.62
