date,elevation,evaporation,latitude,longitude,precipitation,pressure,soil_moisture,temperature,water_area_km2,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,day_of_year,month,year,is_monsoon,water_area_change,water_area_pct_change,days_since_last_flood,flood_event
1/21/2022,109.1929732,-0.000671504,26.24925128,68,0,99457.25048,0.144313117,17.97101129,1.143546001,1.522657904,70.51644462,0.018256287,0.024507641,17.6014082,0.150967854,21,1,2022,0,-76.60374769,-0.985291501,8,0
1/22/2022,109.1929732,-0.000762704,26.24925128,68,0,99677.62485,0.13803634,13.89352635,550.0986153,2.835171436,46.96014667,3.76E-05,0.018326928,16.50895546,0.144376785,22,1,2022,0,548.9550693,480.0463375,9,0
1/23/2022,109.1929732,-0.000653934,26.24925128,68,0,99967.90337,0.132088217,13.2445385,1099.053685,0.741281658,47.08595271,0,0.018218,15.03635871,0.138145892,23,1,2022,0,548.9550693,0.997921198,0,1
1/23/2022,109.1929732,-0.000653934,26.24925128,68,0,99967.90337,0.132088217,13.2445385,1450.3098,0.741281658,47.08595271,0,0.013021062,13.46086778,0.134070925,23,1,2022,0,351.2561153,0.319598688,0,1
1/24/2022,109.1929732,-0.000573832,26.24925128,68,0,100240.2425,0.127240261,13.6400604,1170.127951,0.984074316,51.56963432,0,0.007824123,13.37637913,0.130472232,24,1,2022,0,-280.1818491,-0.193187586,0,1
1/25/2022,109.1929732,-0.000541695,26.24925128,68,0,100289.2392,0.123224376,14.23514845,889.9461019,0.510319861,52.60262508,0,1.61E-05,13.70658245,0.127517618,25,1,2022,0,-280.1818491,-0.23944548,0,1
1/26/2022,109.1929732,-0.000517806,26.24925128,68,6.04E-05,100396.6454,0.119498307,14.65701954,609.7642529,0.555800223,54.96182642,2.01E-05,8.62E-06,14.17740946,0.123320981,26,1,2022,0,-280.1818491,-0.314830132,1,0
1/26/2022,109.1929732,-0.000517806,26.24925128,68,6.04E-05,100396.6454,0.119498307,14.65701954,1119.607471,0.555800223,54.96182642,4.02E-05,1.72E-05,14.51639584,0.12074033,26,1,2022,0,509.8432186,0.836131695,0,1
1/27/2022,109.1929732,-0.00051698,26.24925128,68,0.000178819,100484.1798,0.116035942,15.48296722,870.1895151,0.742452627,49.22845901,9.98E-05,4.28E-05,14.93233543,0.118344185,27,1,2022,0,-249.4179563,-0.222772679,0,1
1/28/2022,109.1929732,-0.00051512,26.24925128,68,0,100391.9776,0.112493939,16.38484772,620.7715588,1.809475618,45.46632931,7.97E-05,4.28E-05,15.50827816,0.116009396,28,1,2022,0,-249.4179563,-0.28662487,1,0
1/29/2022,109.1929732,-0.000445655,26.24925128,68,0,100356.7131,0.109463374,16.38124896,371.3536025,1.381831241,63.00700925,5.96E-05,4.28E-05,16.0830213,0.112664418,29,1,2022,0,-249.4179563,-0.401787023,2,0
1/30/2022,109.1929732,-0.000433556,26.24925128,68,1.12E-05,100022.0693,0.107028296,17.66974511,121.9356462,0.660720648,66.25865285,3.73E-06,4.44E-05,16.81194726,0.10966187,30,1,2022,0,-249.4179563,-0.671645447,3,0
1/30/2022,109.1929732,-0.000433556,26.24925128,68,1.12E-05,100022.0693,0.107028296,17.66974511,258.6772824,0.660720648,66.25865285,7.45E-06,4.60E-05,17.24024639,0.107839988,30,1,2022,0,136.7416362,1.121424624,4,0
1/31/2022,109.1929732,-0.00041894,26.24925128,68,0.00013635,99903.33796,0.104953383,19.06328082,172.9589271,1.026593833,70.90971884,5.29E-05,5.68E-05,18.13425701,0.106336658,31,1,2022,0,-85.71835529,-0.331371795,5,0
2/1/2022,109.1929732,-0.000442108,26.24925128,68,0.000122904,99972.31066,0.102718745,19.87442438,87.24057182,0.122853295,54.72435753,9.01E-05,6.58E-05,18.8691501,0.104900141,32,2,2022,0,-85.71835529,-0.495599486,6,0
2/2/2022,109.1929732,-0.000473651,26.24925128,68,0,99641.24612,0.100089493,21.64211554,1.52221653,2.777228017,39.01257814,8.64E-05,4.02E-05,20.19327358,0.102587207,33,2,2022,0,-85.71835529,-0.982551507,7,0
2/3/2022,109.1929732,-0.000446103,26.24925128,68,0,99791.4373,0.097490142,18.68880295,484.9077128,1.246173063,31.10501875,4.10E-05,4.02E-05,20.06844762,0.10009946,34,2,2022,0,483.3854963,317.5537033,8,0
2/4/2022,109.1929732,-0.000392812,26.24925128,68,0,99684.22373,0.095766116,18.17740939,968.2932091,1.075409617,31.37500577,0,4.02E-05,19.50277596,0.097781917,35,2,2022,0,483.3854963,0.996860812,0,1
2/4/2022,109.1929732,-0.000392812,26.24925128,68,0,99684.22373,0.095766116,18.17740939,1578.981888,1.075409617,31.37500577,0,3.86E-05,18.34787391,0.096340792,35,2,2022,0,610.6886785,0.630685698,0,1
2/5/2022,109.1929732,-0.0003108,26.24925128,68,0,99844.13356,0.094671913,17.63573196,1269.723984,0.67134616,50.71372322,0,3.70E-05,17.99685025,0.095401382,36,2,2022,0,-309.2579041,-0.195859057,0,1
2/6/2022,109.1929732,-0.000281942,26.24925128,68,8.72E-05,100074.4023,0.094103758,18.07238893,960.4660794,1.41977776,61.46536714,2.91E-05,3.00E-05,17.96184343,0.094847262,37,2,2022,0,-309.2579041,-0.243563096,0,1
2/7/2022,109.1929732,-0.00024005,26.24925128,68,0.001249776,100222.0027,0.093637095,18.36700261,651.2081753,1.502280884,65.29335806,0.000445656,0.000190995,18.02504117,0.094137588,38,2,2022,0,-309.2579041,-0.321987325,1,0
2/7/2022,109.1929732,-0.00024005,26.24925128,68,0.001249776,100222.0027,0.093637095,18.36700261,1038.246437,1.502280884,65.29335806,0.000862248,0.000369535,18.26879805,0.093792649,38,2,2022,0,387.0382615,0.594338763,0,1
2/8/2022,109.1929732,-0.000239285,26.24925128,68,0.008768254,100180.4218,0.095255205,17.51421292,806.3632434,1.374391074,68.15092615,0.003755936,0.001622143,18.08273938,0.094176465,39,2,2022,0,-231.8831935,-0.223341189,0,1
2/9/2022,109.1929732,-0.000304816,26.24925128,68,0,100395.6196,0.094819504,18.46724915,574.4800498,0.707308652,54.28249053,0.003339344,0.001622143,18.11615489,0.094570601,40,2,2022,0,-231.8831935,-0.287566671,1,0
2/10/2022,109.1929732,-0.000297204,26.24925128,68,0,100559.9237,0.09323958,18.51344987,342.5968563,0.678643228,45.05811124,0.002922751,0.001622143,18.16497065,0.094438097,41,2,2022,0,-231.8831935,-0.403640115,2,0
2/11/2022,109.1929732,-0.000278962,26.24925128,68,0,100416.8968,0.091962474,18.59903659,110.7136628,0.866763365,41.42189416,0,0.001622143,18.52657854,0.093340519,42,2,2022,0,-231.8831935,-0.676839817,3,0
2/11/2022,109.1929732,-0.000278962,26.24925128,68,0,100416.8968,0.091962474,18.59903659,276.9688687,0.866763365,41.42189416,0,0.001609687,18.57050768,0.092388176,42,2,2022,0,166.2552059,1.501668373,4,0
2/12/2022,109.1929732,-0.000268677,26.24925128,68,0.00092791,100077.7395,0.090936559,19.1545125,185.3802164,1.660957636,39.29235459,0.000309303,0.001563706,18.78419523,0.091620502,43,2,2022,0,-91.58865229,-0.330682119,5,0
2/13/2022,109.1929732,-0.000227848,26.24925128,68,0,99838.34922,0.090242093,18.80281538,93.79156413,0.899384226,50.45173244,0.000309303,0.001385166,18.85212149,0.091047042,44,2,2022,0,-91.58865229,-0.494058396,6,0
2/14/2022,109.1929732,-0.000205931,26.24925128,68,0.000476343,99964.7899,0.089804723,19.21168479,2.202911839,1.722772274,53.3007335,0.000468085,0.000200608,19.05633756,0.090327792,45,2,2022,0,-91.58865229,-0.976512687,7,0
2/15/2022,109.1929732,-0.000206776,26.24925128,68,0,100014.4744,0.089347799,20.02332737,458.6359862,1.831475101,48.95886914,0.000158781,0.000200608,19.34594252,0.089798205,46,2,2022,0,456.4330743,207.1953431,8,0
2/16/2022,109.1929732,-0.000209924,26.24925128,68,0.001690961,99784.23672,0.08880325,20.64061354,915.0690605,0.16894238,47.37140509,0.000722435,0.000442173,19.9585419,0.089318591,47,2,2022,0,456.4330743,0.995196819,0,1
2/16/2022,109.1929732,-0.000209924,26.24925128,68,0.001690961,99784.23672,0.08880325,20.64061354,1520.288762,0.16894238,47.37140509,0.001127307,0.000683739,20.43485148,0.088984767,47,2,2022,0,605.2197018,0.661392378,0,1
2/17/2022,109.1929732,-0.000192411,26.24925128,68,0,99715.52465,0.088316504,20.32431394,1234.34021,0.695103766,47.37035233,0.001127307,0.000683739,20.53518034,0.088641002,48,2,2022,0,-285.9485521,-0.188088315,0,1
2/18/2022,109.1929732,-0.000177351,26.24925128,68,0,100018.277,0.087993803,20.25523974,948.391658,2.037607347,50.29022715,0.000563654,0.000551181,20.4067224,0.088371186,49,2,2022,0,-285.9485521,-0.231661052,0,1
2/19/2022,109.1929732,-0.000174691,26.24925128,68,0.000170996,100252.6728,0.087680051,20.91329016,662.4431059,0.439625379,46.48795286,5.70E-05,0.000575609,20.49761461,0.087996786,50,2,2022,0,-285.9485521,-0.301508928,1,0
2/19/2022,109.1929732,-0.000174691,26.24925128,68,0.000170996,100252.6728,0.087680051,20.91329016,951.087747,0.439625379,46.48795286,0.000113997,0.000531988,20.69394002,0.087784635,50,2,2022,0,288.6446411,0.435727444,0,1
2/20/2022,109.1929732,-0.00019561,26.24925128,68,0.004066313,99837.85097,0.087209078,23.12155522,741.5275684,1.307652976,34.80593279,0.001469435,0.001112889,21.64937851,0.08752306,51,2,2022,0,-209.5601786,-0.220337376,1,0
2/21/2022,109.1929732,-0.000202215,26.24925128,68,0.000724232,99354.4265,0.086751399,24.68847592,531.9673898,3.820241094,34.9550286,0.001653847,0.000974785,22.90777377,0.08721351,52,2,2022,0,-209.5601786,-0.282606052,2,0
2/22/2022,109.1929732,-0.000172677,26.24925128,68,0.000346988,99496.35176,0.086494169,23.77568083,322.4072112,3.523836188,39.97661967,0.001712511,0.000782789,23.86190399,0.086818216,53,2,2022,0,-209.5601786,-0.393934257,3,0
2/23/2022,109.1929732,-0.000140846,26.24925128,68,0.000221289,100149.6453,0.086380941,20.91834485,112.8470326,1.830621926,47.3106816,0.000430836,0.000814402,23.12750053,0.08654217,54,2,2022,0,-209.5601786,-0.649986016,4,0
2/23/2022,109.1929732,-0.000140846,26.24925128,68,0.000221289,100149.6453,0.086380941,20.91834485,381.0798656,1.830621926,47.3106816,0.000263189,0.000846015,21.87079017,0.086418684,54,2,2022,0,268.232833,2.37695956,5,0
2/24/2022,109.1929732,-0.00014668,26.24925128,68,0.000165408,100261.8323,0.086183609,22.41679546,254.5708525,1.222182564,39.16409163,0.000202662,0.000845216,21.41782838,0.086315164,55,2,2022,0,-126.5090131,-0.331975065,6,0
2/25/2022,109.1929732,-0.000139374,26.24925128,68,0.000110325,100033.021,0.085943484,22.43054394,128.0618394,0.622419525,40.67440778,0.000165674,0.000836549,21.92189475,0.086169345,56,2,2022,0,-126.5090131,-0.49695011,7,0
2/26/2022,109.1929732,-0.000117871,26.24925128,68,0.000195264,100352.2054,0.08591745,20.6845731,1.552826254,3.108514271,52.27808786,0.000156999,0.000283542,21.84397083,0.086014847,57,2,2022,0,-126.5090131,-0.987874403,8,0
2/27/2022,109.1929732,-0.000120648,26.24925128,68,0,100668.4233,0.085943622,19.72963892,441.9699674,3.301014379,49.7420177,0.000101863,0.00018008,20.94825199,0.085934852,58,2,2022,0,440.4171412,283.6229359,9,0
2/28/2022,109.1929732,-0.000115146,26.24925128,68,0.000279405,100431.3158,0.085837394,20.70097639,882.3871086,0.500843555,48.55506399,0.000158223,0.000170426,20.37172947,0.085899488,59,2,2022,0,440.4171412,0.99648658,0,1
2/28/2022,109.1929732,-0.000115146,26.24925128,68,0.000279405,100431.3158,0.085837394,20.70097639,1373.655749,0.500843555,48.55506399,0.00018627,0.000178728,20.37719723,0.085872803,59,2,2022,0,491.2686408,0.556749567,0,1
3/1/2022,109.1929732,-0.000114394,26.24925128,68,0.105220587,100317.0987,0.085890935,22.30750625,1127.008048,0.955451172,49.59283225,0.035259799,0.015178628,21.23648634,0.085855241,60,3,2022,0,-246.6477012,-0.179555687,0,1
3/2/2022,109.1929732,-0.000419538,26.24925128,68,0.015818572,100391.2962,0.097795869,21.14096033,880.360347,2.750710881,60.63478619,0.040439521,0.017414794,21.38314766,0.089841399,61,3,2022,0,-246.6477012,-0.218851766,0,1
3/3/2022,109.1929732,-0.00025401,26.24925128,68,5.53E-05,100460.8674,0.096559886,21.34368575,633.7126458,0.849525535,56.82059988,0.040364835,0.01740694,21.59738411,0.093415563,62,3,2022,0,-246.6477012,-0.280166754,1,0
3/3/2022,109.1929732,-0.00025401,26.24925128,68,5.53E-05,100460.8674,0.096559886,21.34368575,997.7720912,0.849525535,56.82059988,0.005309755,0.017386952,21.27611061,0.09697188,62,3,2022,0,364.0594453,0.574486635,0,1
3/4/2022,109.1929732,-0.000216073,26.24925128,68,0,100434.7455,0.093705554,22.82625129,774.9195667,0.775611687,48.53994566,3.69E-05,0.017386952,21.83787426,0.095608442,63,3,2022,0,-222.8525245,-0.223350128,0,1
3/5/2022,109.1929732,-0.000184918,26.24925128,68,0.008485755,100164.2771,0.091656774,23.84343844,552.0670422,1.502590029,37.7844746,0.002847034,0.018559287,22.67112516,0.093974071,64,3,2022,0,-222.8525245,-0.287581491,1,0
3/6/2022,109.1929732,-0.000182202,26.24925128,68,0.00483251,99834.85387,0.090210293,23.93683711,329.2145177,2.136259625,34.26873278,0.004439422,0.019209731,23.53550895,0.09185754,65,3,2022,0,-222.8525245,-0.403669314,2,0
3/7/2022,109.1929732,-0.000145638,26.24925128,68,0.003478904,100108.7326,0.089200562,23.40194955,106.3619932,2.96825798,48.69169224,0.005599056,0.004675205,23.72740837,0.090355877,66,3,2022,0,-222.8525245,-0.676921923,3,0
3/7/2022,109.1929732,-0.000145638,26.24925128,68,0.003478904,100108.7326,0.089200562,23.40194955,351.0779741,2.96825798,48.69169224,0.003930106,0.002912395,23.5802454,0.089537139,66,3,2022,0,244.7159808,2.30078408,4,0
3/8/2022,109.1929732,-0.000124202,26.24925128,68,0,100180.1322,0.088455892,23.15014296,234.542186,3.071019471,54.67600406,0.00231927,0.002904489,23.31801402,0.088952339,67,3,2022,0,-116.5357881,-0.331937053,5,0
3/9/2022,109.1929732,-0.00012093,26.24925128,68,0.000747934,100099.2558,0.087784974,24.45376797,118.0063979,1.086349092,50.68483798,0.001408946,0.00300343,23.66862016,0.088480476,68,3,2022,0,-116.5357881,-0.496864935,6,0
3/10/2022,109.1929732,-0.000117488,26.24925128,68,0.000210691,100118.5849,0.087749784,25.20603128,1.470609865,1.790681997,48.93686901,0.000319542,0.003033528,24.26998074,0.087996883,69,3,2022,0,-116.5357881,-0.98753788,7,0
3/11/2022,109.1929732,-0.000152651,26.24925128,68,0.000272252,100082.5067,0.087128479,26.65184278,437.1107262,0.147840253,42.13516802,0.000410293,0.001860171,25.43721401,0.087554412,70,3,2022,0,435.6401164,296.230922,8,0
3/12/2022,109.1929732,-0.000139889,26.24925128,68,0.000438778,99845.40251,0.086225276,28.46330999,872.7508426,1.861396458,29.65387258,0.000307241,0.001232495,26.77372802,0.087034513,71,3,2022,0,435.6401164,0.996635612,0,1
3/12/2022,109.1929732,-0.000139889,26.24925128,68,0.000438778,99845.40251,0.086225276,28.46330999,1186.918141,1.861396458,29.65387258,0.00038327,0.000798191,27.85948759,0.086526343,71,3,2022,0,314.1672981,0.359973641,0,1
3/13/2022,109.1929732,-0.000128187,26.24925128,68,0,99848.18917,0.085701363,28.9806869,1052.838885,1.700327739,25.92573445,0.000292519,0.000301205,28.63576896,0.086050638,72,3,2022,0,-134.0792553,-0.112964198,0,1
3/14/2022,109.1929732,-0.000120844,26.24925128,68,0,99766.15512,0.085372251,29.50744614,918.7596302,2.374574671,27.29027446,0.000146259,0.000301205,28.98381434,0.085766296,73,3,2022,0,-134.0792553,-0.127350212,0,1
3/15/2022,109.1929732,-0.000109748,26.24925128,68,0,99583.96211,0.085147827,29.41126495,784.6803749,1.987965499,35.88223771,0,0.000194357,29.29979933,0.085407147,74,3,2022,0,-134.0792553,-0.145935075,0,1
3/15/2022,109.1929732,-0.000109748,26.24925128,68,0,99583.96211,0.085147827,29.41126495,1005.519124,1.987965499,35.88223771,0,0.000164258,29.44332534,0.085222635,74,3,2022,0,220.8387487,0.281437839,0,1
3/16/2022,109.1929732,-0.000103833,26.24925128,68,0,99427.72758,0.084972115,29.99163526,781.6019355,2.025999248,37.99862741,0,0.000125365,29.60472172,0.085089256,75,3,2022,0,-223.9171881,-0.222688145,0,1
3/17/2022,109.1929732,-0.000108488,26.24925128,68,0.001540218,99346.02304,0.084857669,29.90141054,557.6847474,2.814513462,31.36432634,0.000513406,0.000282714,29.76810358,0.084992537,76,3,2022,0,-223.9171881,-0.286484946,1,0
3/18/2022,109.1929732,-0.000107004,26.24925128,68,0,99183.794,0.084767181,29.97739542,333.7675592,3.008371255,31.871163,0.000513406,0.000220031,29.95681374,0.084865655,77,3,2022,0,-223.9171881,-0.401512125,2,0
3/19/2022,109.1929732,-9.69E-05,26.24925128,68,0,99102.43612,0.084694858,29.62911915,109.8503711,1.810470146,30.34518478,0.000513406,0.000220031,29.83597504,0.084773236,78,3,2022,0,-223.9171881,-0.670877627,3,0
3/19/2022,109.1929732,-9.69E-05,26.24925128,68,0,99102.43612,0.084694858,29.62911915,295.5092604,1.810470146,30.34518478,0,0.000220031,29.74521124,0.084718966,78,3,2022,0,185.6588893,1.690107074,4,0
3/20/2022,109.1929732,-9.36E-05,26.24925128,68,0,99315.041,0.084726342,28.97404227,197.92146,0.852937749,34.83977443,0,0.000220031,29.41076019,0.084705353,79,3,2022,0,-97.58780039,-0.330236014,5,0
3/21/2022,109.1929732,-0.000106452,26.24925128,68,0,99556.12576,0.084741032,28.23668815,100.3336597,2.133169824,27.30237283,0,0.000220031,28.94661652,0.084720744,80,3,2022,0,-97.58780039,-0.49306326,6,0
3/22/2022,109.1929732,-9.55E-05,26.24925128,68,0,99538.10746,0.084725966,25.92332997,2.745859272,3.210001157,42.52972779,0,0.000220031,27.71135346,0.084731113,81,3,2022,0,-97.58780039,-0.972632721,7,0
3/23/2022,109.1929732,-0.000101827,26.24925128,68,0,99381.20269,0.084709567,28.37394179,475.2990171,3.464761687,34.1441003,0,0,27.51131997,0.084725522,82,3,2022,0,472.5531578,172.0966412,8,0
3/24/2022,109.1929732,-9.09E-05,26.24925128,68,0,99364.38833,0.084621739,29.47890467,947.8521749,0.562484104,22.7906732,0,0,27.92539214,0.084685757,83,3,2022,0,472.5531578,0.99422288,0,1
3/24/2022,109.1929732,-9.09E-05,26.24925128,68,0,99364.38833,0.084621739,29.47890467,1458.348735,0.562484104,22.7906732,0,0,29.11058371,0.084651015,83,3,2022,0,510.49656,0.538582464,0,1
3/25/2022,109.1929732,-8.80E-05,26.24925128,68,0,99560.1173,0.084547583,29.66894947,1259.348959,0.271221819,22.46275336,0,0,29.54225294,0.08459702,84,3,2022,0,-198.9997758,-0.136455548,0,1
3/26/2022,109.1929732,-0.000100798,26.24925128,68,0,99704.39255,0.084465279,30.65784458,1060.349183,1.526251392,16.20691778,0,0,29.93523291,0.084544867,85,3,2022,0,-198.9997758,-0.158017978,0,1
3/27/2022,109.1929732,-0.000111621,26.24925128,68,0,99542.90733,0.084413446,31.81583427,861.3494074,3.278793662,14.75308261,0,0,30.71420944,0.084475436,86,3,2022,0,-198.9997758,-0.187673814,0,1
3/27/2022,109.1929732,-0.000111621,26.24925128,68,0,99542.90733,0.084413446,31.81583427,966.9086783,3.278793662,14.75308261,0,0,31.42983771,0.084430723,86,3,2022,0,105.5592709,0.122551046,0,1
3/28/2022,109.1929732,-0.000105422,26.24925128,68,0,99388.57182,0.084390205,31.87709963,750.66611,3.340304455,20.26397292,0,0,31.83625606,0.084405699,87,3,2022,0,-216.2425683,-0.223643218,1,0
3/29/2022,109.1929732,-8.46E-05,26.24925128,68,0,99308.99244,0.084348833,31.08891576,534.4235417,1.061002425,24.66063309,0,0,31.59394989,0.084384161,88,3,2022,0,-216.2425683,-0.288067578,2,0
3/30/2022,109.1929732,-8.80E-05,26.24925128,68,0,99447.53096,0.084320199,30.27828386,318.1809734,1.740012593,17.09925939,0,0,31.08143309,0.084353079,89,3,2022,0,-216.2425683,-0.4046277,3,0
3/31/2022,109.1929732,-9.54E-05,26.24925128,68,0,99639.68593,0.084298049,29.68778051,101.938405,1.858514614,17.3357322,0,0,30.35166005,0.08432236,90,3,2022,0,-216.2425683,-0.679621305,4,0
3/31/2022,109.1929732,-9.54E-05,26.24925128,68,0,99639.68593,0.084298049,29.68778051,368.0227764,1.858514614,17.3357322,0,0,29.88461496,0.084305432,90,3,2022,0,266.0843714,2.610246563,5,0
4/1/2022,109.1929732,-9.02E-05,26.24925128,68,0.000141483,99551.06593,0.084243417,30.96419282,246.2537441,0.930858265,16.80402636,4.72E-05,2.02E-05,30.11325128,0.084279838,91,4,2022,0,-121.7690323,-0.330873631,6,0
4/2/2022,109.1929732,-0.000102242,26.24925128,68,0,99547.016,0.084173914,31.76139237,124.4847118,1.565574713,11.61961123,4.72E-05,2.02E-05,30.80445523,0.08423846,92,4,2022,0,-121.7690323,-0.494486014,7,0
4/3/2022,109.1929732,-9.50E-05,26.24925128,68,0,99583.6852,0.084126212,30.90366426,2.715679496,1.031021916,14.58836107,4.72E-05,2.02E-05,31.20974982,0.084181181,93,4,2022,0,-121.7690323,-0.978184634,8,0
4/4/2022,109.1929732,-9.04E-05,26.24925128,68,0,99605.51797,0.084077432,30.83063382,461.8288079,1.230667458,18.77055364,0,2.02E-05,31.16523015,0.084125853,94,4,2022,0,459.1131284,169.0601299,9,0
